index,id,News Headline Title,Label 1,Label 2a,Label 2b,Label 3,,Label 4a,Label 4b,Label 4c,Label 5,Label 6
345,cc50e3118a9f92335f8f8ca51511e2635228a6aa983f99e1fb142506cb4d07cb,Gaza school attack renews calls for US to end support for Israel,O,Directly,Directly,Israel,Palestine,VE,None,BC,War,Relevant
634,e2cf9a8c3e81a0c6cf1d8eff47e06220a21d9f0949340cab738f6d3f1efdad37,Hamas attack survivor pleads for release of 11-year-old Hamas hostage,O,None,Directly,Hamas,None,IE,PS,WC,Peace,Relevant
158,77e98b85308868c02a4841d8dace55733c369e99676ff39a333de9ab9e33449a,Gaza/Israel protests: Met Commissioner calls for clarity,O,None,None,None,None,IE,ES,BC,Unclear,Relevant
862,50c27c6eea5ae5630f951cd30146bf6dd7deacc65767973604d7228c6d1ceae8,Fox News ‘Antisemitism Exposed’ Newsletter: Jewish students feel targeted as college resumes,S,Indirectly,None,None,Israel,IE,None,BC,None,Relevant
491,81f95dc19682a668c0b0e72bf53abeaad158158489830f8cc8f7d809cbe27a61,Gaza war extends toll on Israel’s economy,O,None,None,None,None,IE,None,BC,Peace,Relevant
31,47c63b313b48959f4772d5f60b4cfb6dbfa62ae32fcf49aeb32cb501497c717b,"Trump campaign calls performance at Black journalist event ‘masterclass’ in fighting ‘fake' Harris, media",S,None,None,None,None,None,ES,None,None,Irrelevant
736,1c014f440a80d979794dbb16ddb9d62d89b9db633d40d26e4633daae6755014a,Squad' member Rep. Tlaib calls for Netanyahu's arrest; GOP senators warn ICC of serious repercussions,O,None,Directly,Israel,None,IE,ES,WC,War,Relevant
241,03edb2bd5415c3f45d7fce60e71e1f4b7c0f9b56a75898aa2ae9ff99af35400b,What is behind Turkey's staunch support for Hamas in Gaza?,O,None,None,None,None,None,None,BC,Unclear,Relevant
150,8d02d6e53fa6b37090a42642af30fd73eb9300d75ec921c73b94621510c16f38,Kerem Shalom crossing: Israeli protesters hold up aid trucks to Gaza,O,None,Indirectly,Israel,None,VE,None,WC,War,Relevant
520,84b847606e1096b5834f8ecc7e6aa7cb46e67cc6a1fc1bd79aa0a4596638479e,Photos: Mass protests in Israel as calls for captive deal intensify,S,Indirectly,None,None,Israel,IE,None,BC,War,Relevant
689,9d3cf636d0fdc8ae43ad706da04fd22e254f828c3000c8d489cfa308f319fdcd,‘There is no life’ after Oct 7: An Israeli mother grapples with grief one year after Hamas’ devastating attack,S,Directly,Directly,Hamas,Israel,IE,PS,BC,Peace,Relevant
718,1f0cab0aa043b390a45d569d99e0a9ba53857aa851d8cf42f0c376065acc09c1,John Kirby denies US involvement in Lebanon device attacks: ‘We want to see the war end’,S,None,None,None,None,IE,ES,BC,Peace,Relevant
826,414d759102802fe0cb4e5b404c706a3ce9300c6b0b82e67da85de5497b823099,"Rob Reiner praises Harris camp, DNC for 'protecting' anti-Israel agitators' 'right to protest'",S,None,None,None,None,IE,ES,BC,Peace,Relevant
71,55f5934bc10029bc8e1e0f6f7a088fdc4fcccf42d317421277a49e894fc2527c,Israel-Gaza attacks: Four arrests made at Manchester vigil,O,None,None,None,None,IE,None,BC,War,Relevant
54,4e81f6c71052bcf8420aae982f9421b116f9aed158b76691736ff34af5971f44,Police warn of UK attack risk as anti-terror hotline calls surge,S,None,None,None,None,IE,PS,None,None,Irrelevant
141,729e0fe4781d4f5a22364ceff2fea7b3b401b6bc42b9c43bb4a2a29c04772bec,Israel sends soldiers to north fearing attack from Hezbollah in Lebanon,O,None,None,None,None,VE,ES,WC,War,Relevant
692,f077b21c7b2d2ccd9be51b7d8d2c30147d2799446f509efe886b0b78593da2ba,Israel slams German government’s decision to arrest Prime Minister Netanyahu over ICC warrant,S,None,None,None,None,VE,ES,BC,None,Relevant
399,96636a070fff97e63101e7503497a1589a941ffce5e23846c50664e2e1b2c9ab,Greek FM: No review of Israel defence deals amid war on Gaza,O,None,None,None,None,IE,ES,BC,Unclear,Relevant
793,2ba6185cbcb9d0a9521982bf4056aa3d126f127a41490a4fcda149aeafe0e56a,"Palestinian protesters release maggots, crickets in Watergate Hotel in protest of Netanyahu visit",O,Directly,Directly,Palestine,Israel,VE,PS,WC,War,Relevant
899,3262885b13a6410859389d7c10ad51bffb9c74092fe5922f8de96c6157b57d27,Are Israel’s attempts to demoralise the Palestinians backfiring?,S,Directly,Directly,Israel,Palestine,IE,None,BC,Peace,Relevant
105,e789b4831cbd6998333372006f07bcf9dae65a6e3d4c3d3b1db6d4ab372f7c9f,"Global News Podcast, Iran launches massive missile attack on Israel as Netanyahu vows 'consequences",S,Directly,None,None,Israel,VE,None,WC,War,Relevant
372,92c6ded7c58fce5d2110ad062797e9b320b85e508f54e7f2c553c0999d69a002,Group of 28 premature Gaza babies evacuated to Egypt amid Israeli attacks,O,Directly,Directly,Israel,Palestine,VE,None,WC,Unclear,Relevant
775,6aa52dd178a8b7a8e885c98c51c7cdfeff5cc972ec5fe581fb1f13ba53ab83c9,Orthodox Jewish student sues Columbia over 'virulently hostile' environment in the wake of Oct. 7 attack,O,Indirectly,None,None,Israel,IE,PS,BC,None,Relevant
635,412860fc031ee637db301829af6be74a80f4e738459107bb77789f8aba79a1aa,"Irish-Israeli girl, 9, whose father thought she was killed by Hamas terrorists among hostages freed from Gaza",O,Directly,Directly,Hamas,Palestine,VE,PS,BC,Peace,Relevant
352,e0cfcc92c9a45a0d473e315be07c24c2c040eb0850d9ad1263764672aa0013e6,"Biden says Gaza ceasefire in sight, warns against efforts to undermine deal",O,None,None,None,None,IE,ES,BC,Peace,Relevant
891,541b5b3955b7942d48b2239b9a2ef4265016410a0238b69469931fe61365f2bc,"Taiwan stands as major line of defense against global war with China, critical for US security",O,None,None,None,None,None,None,None,None,Irrelevant
893,11974d1edd1e50d225f7989dcb49190077b9cfa6933072e7f81c060c4e7a2bb1,"CNN anchor invokes Nazi Germany, blasts Trump's 'antisemitic and incredibly dangerous' remarks on Jewish Dems",S,None,None,None,None,None,None,BC,War,Relevant
733,41d7b26b251b0fb34b0874c8ed0a6479187eadbd32c06a5b4f2f93aa46488f25,Netanyahu presses importance of Rafah invasion to eliminate Hamas: 'No force in the world will stop us',S,Directly,Directly,Israel,Hamas,None,ES,WC,War,Relevant
202,f81f8fb6374f289ae761ff7ab4352f5a331a91f40b04aa4262ea7e494a6d0dce,Israel Gaza: Negotiations delay UN vote urging pause in fighting,O,None,None,None,None,None,None,BC,Peace,Relevant
124,543b015528eb012a56e13f85ee0c7bad80d6f1287a576212f5346ca6532e53c8,Pressure grows for a further halt to the Israel-Gaza war,O,None,None,None,None,IE,None,WC,Peace,Relevant
501,bab7ac16d892081660080e9d4ff7c59fcbf61398bd5c298acf4e2abc84e22d5b,"Israel’s war on Gaza: List of key events, day 115",O,None,None,None,None,None,None,WC,None,Relevant
622,7a06e3b7a1a788499fcf3b8ae10a93d53d53ca05d1d8c68975529c18207b6dde,42 reported attacks on US forces in wake of Israel-Hamas war: official,O,None,None,None,None,VE,ES,WC,War,Relevant
215,f996941d1c6b2a7d2418b02ce0af0417e7c9800d9dc1d13f93e98295d2772a65,"Newshour, Doctor in Gaza: ""The wards are overflowing",S,Indirectly,None,None,Palestine,VE,PS,BC,Peace,Relevant
37,85416fa467e9c8edf6f1193109d635119049e2a1320425d74fb14bc4a3765952,Israeli PM Netanyahu to address Congress amid high-profile absences,O,None,None,None,None,VE,ES,WC,Unclear,Relevant
651,1d4acf08edccad0a7f989a4798f4986ea4679440492aebd89cf656c33777400d,"Fox News ‘Antisemitism Exposed’ Newsletter: Fetterman blasts Harvard, migrant arrested for antisemitic attack",S,None,None,None,None,IE,None,BC,None,Relevant
415,fe8ca6e741e60ae9fb260ec54424ce53256695b11a7ea63245023f951c4f3968,Palestinian teen’s devastating journey through the Gaza war,S,Directly,None,None,Palestine,IE,PS,BC,Peace,Relevant
363,12a78cbd5152c7f828b6c09568fcb7c7ea199c2d2d8eaf2d70878ab8240e5203,Columbia extends deadline to end Gaza war protest by 48 hours: All to know,O,None,None,None,None,IE,ES,BC,Peace,Relevant
8,ed3c76e3701e5e0e91fdbff14523da9785baae4675f89296dc4c26666af6cc5c,Exclusive: Al-Tabin attack ‘deliberately timed to cause maximum casualties’,S,Indirectly,None,None,Palestine,VE,None,WC,War,Relevant
167,1766b68a316963e212a5c5ee2239c50ccef34ac12559fe02b813ecb5ac464287,Thousands of Palestinians flee central Gaza as Israeli troops advance,S,Directly,Directly,Israel,Palestine,VE,None,WC,Unclear,Relevant
389,8f392f06d53124190aa4d8bc58446ec097f35c75110dd1eabb315c59513900e4,One year of Israel’s war on Gaza: Key moments since October 7,O,None,None,None,None,None,None,BC,None,Relevant
